Rounded P,"T, C",Data Source,mNaCl_rounded (group),"mNaCl, mol/kg",mNaCl_rounded,"P, bar",Ref,"solubility_experimental, mol/kg (bin)","T, C (group)",Temperature,"mCO2, Exp, mol/kg",Round_T,"Solubility Est New, Mol/Kg","Solubility Est Old, Mol/Kg",Solubility_estimated_Duan_Sun,"Solubility_estimated_XGB, mol/kg","solubility_experimental, mol/kg","T, K"
70,50,"Wang et al., 2019",2,2,2,70,Link,0.5,50,50.0,0.641,50,0.646791101,0.645316906,0.65,0.65,0.64,323.15
80,50,"Wang et al., 2019",2,2,2,80,Link,0.7,50,50.0,0.694,50,0.699922908,0.692944200,0.69,0.7,0.69,323.15
90,50,"Wang et al., 2019",2,2,2,90,Link,0.7,50,50.0,0.743,50,0.729486293,0.730741612,0.73,0.73,0.74,323.15
100,50,"Wang et al., 2019",2,2,2,100,Link,0.7,50,50.0,0.772,50,0.753545806,0.758626795,0.76,0.75,0.77,323.15
110,50,"Wang et al., 2019",2,2,2,110,Link,0.7,50,50.0,0.786,50,0.780412946,0.777047585,0.78,0.78,0.79,323.15
120,50,"Wang et al., 2019",2,2,2,120,Link,0.8,50,50.0,0.797,50,0.800547326,0.790218564,0.79,0.8,0.8,323.15
130,50,"Wang et al., 2019",2,2,2,130,Link,0.8,50,50.0,0.808,50,0.808783561,0.801233672,0.8,0.81,0.81,323.15
150,50,"Wang et al., 2019",2,2,2,150,Link,0.8,50,50.0,0.826,50,0.819060518,0.820686511,0.82,0.82,0.83,323.15
170,50,"Wang et al., 2019",2,2,2,170,Link,0.8,50,50.0,0.843,50,0.834407938,0.838207640,0.84,0.83,0.84,323.15
200,50,"Wang et al., 2019",2,2,2,200,Link,0.8,50,50.0,0.867,50,0.850473063,0.862540274,0.86,0.85,0.87,323.15
230,50,"Wang et al., 2019",2,2,2,230,Link,0.8,50,50.0,0.888,50,0.907246550,0.885028253,0.89,0.91,0.89,323.15
260,50,"Wang et al., 2019",2,2,2,260,Link,0.8,50,50.0,0.908,50,0.906788460,0.906619643,0.91,0.91,0.91,323.15
300,50,"Wang et al., 2019",2,2,2,300,Link,0.9,50,50.0,0.931,50,0.932273862,0.934146796,0.93,0.93,0.93,323.15
30,50,"Wang et al., 2019",3,3,3,30,Link,0.3,50,50.0,0.32,50,0.294765248,0.295008136,0.3,0.29,0.32,323.15
40,50,"Wang et al., 2019",3,3,3,40,Link,0.3,50,50.0,0.391,50,0.373416886,0.370557999,0.37,0.37,0.39,323.15
50,50,"Wang et al., 2019",3,3,3,50,Link,0.4,50,50.0,0.454,50,0.434571580,0.436413233,0.44,0.43,0.45,323.15
60,50,"Wang et al., 2019",3,3,3,60,Link,0.4,50,50.0,0.507,50,0.496397152,0.493158939,0.49,0.5,0.51,323.15
70,50,"Wang et al., 2019",3,3,3,70,Link,0.5,50,50.0,0.556,50,0.542478671,0.541242230,0.54,0.54,0.56,323.15
80,50,"Wang et al., 2019",3,3,3,80,Link,0.5,50,50.0,0.596,50,0.586845217,0.580993971,0.58,0.59,0.6,323.15
90,50,"Wang et al., 2019",3,3,3,90,Link,0.5,50,50.0,0.631,50,0.611515828,0.612568141,0.61,0.61,0.63,323.15
100,50,"Wang et al., 2019",3,3,3,100,Link,0.7,50,50.0,0.66,50,0.631635761,0.635894737,0.64,0.63,0.66,323.15
110,50,"Wang et al., 2019",3,3,3,110,Link,0.7,50,50.0,0.671,50,0.654165859,0.651344911,0.65,0.65,0.67,323.15
120,50,"Wang et al., 2019",3,3,3,120,Link,0.7,50,50.0,0.683,50,0.671103802,0.662445136,0.66,0.67,0.68,323.15
130,50,"Wang et al., 2019",3,3,3,130,Link,0.7,50,50.0,0.692,50,0.678112777,0.671782682,0.67,0.68,0.69,323.15
150,50,"Wang et al., 2019",3,3,3,150,Link,0.7,50,50.0,0.71,50,0.687047605,0.688411527,0.69,0.69,0.71,323.15
170,50,"Wang et al., 2019",3,3,3,170,Link,0.7,50,50.0,0.723,50,0.700360514,0.703549795,0.7,0.7,0.72,323.15
200,50,"Wang et al., 2019",3,3,3,200,Link,0.7,50,50.0,0.744,50,0.714681338,0.724821824,0.72,0.71,0.74,323.15
230,50,"Wang et al., 2019",3,3,3,230,Link,0.7,50,50.0,0.766,50,0.763442154,0.744745600,0.74,0.76,0.77,323.15
260,50,"Wang et al., 2019",3,3,3,260,Link,0.7,50,50.0,0.782,50,0.764229505,0.764087229,0.76,0.76,0.78,323.15
300,50,"Wang et al., 2019",3,3,3,300,Link,0.8,50,50.0,0.806,50,0.787465382,0.789047396,0.79,0.79,0.81,323.15
30,60,"Wang et al., 2019",1,1,1,30,Link,0.3,60,60.0,0.376,60,0.362687287,0.364777329,0.36,0.36,0.38,333.15
40,60,"Wang et al., 2019",1,1,1,40,Link,0.4,60,60.0,0.471,60,0.465837212,0.462434733,0.46,0.47,0.47,333.15
50,60,"Wang et al., 2019",1,1,1,50,Link,0.5,60,60.0,0.549,60,0.544253354,0.549094619,0.55,0.54,0.55,333.15
60,60,"Wang et al., 2019",1,1,1,60,Link,0.5,60,60.0,0.614,60,0.626275703,0.625361140,0.63,0.63,0.61,333.15
70,60,"Wang et al., 2019",1,1,1,70,Link,0.7,60,60.0,0.683,60,0.692909713,0.691768530,0.69,0.69,0.68,333.15
80,60,"Wang et al., 2019",1,1,1,80,Link,0.7,60,60.0,0.738,60,0.746219718,0.748806043,0.75,0.75,0.74,333.15
90,60,"Wang et al., 2019",1,1,1,90,Link,0.7,60,60.0,0.79,60,0.785954600,0.796914827,0.8,0.79,0.79,333.15
100,60,"Wang et al., 2019",1,1,1,100,Link,0.8,60,60.0,0.835,60,0.844718491,0.836504508,0.84,0.84,0.84,333.15
110,60,"Wang et al., 2019",1,1,1,110,Link,0.8,60,60.0,0.876,60,0.845603184,0.868076787,0.87,0.85,0.88,333.15
120,60,"Wang et al., 2019",1,1,1,120,Link,0.8,60,60.0,0.904,60,0.884850087,0.892499715,0.89,0.88,0.9,333.15
130,60,"Wang et al., 2019",1,1,1,130,Link,0.8,60,60.0,0.916,60,0.894070938,0.911505084,0.91,0.89,0.92,333.15
150,60,"Wang et al., 2019",1,1,1,150,Link,0.9,60,60.0,0.944,60,0.937958278,0.940916446,0.94,0.94,0.94,333.15
170,60,"Wang et al., 2019",1,1,1,170,Link,0.9,60,60.0,0.97,60,0.946847603,0.965035471,0.97,0.95,0.97,333.15
200,60,"Wang et al., 2019",1,1,1,200,Link,0.9,60,60.0,0.998,60,0.972166593,0.996577418,1,0.97,1,333.15
230,60,"Wang et al., 2019",1,1,1,230,Link,0.9,60,60.0,1.027,60,1.036199528,1.024722701,1.02,1.04,1.03,333.15
260,60,"Wang et al., 2019",1,1,1,260,Link,0.9,60,60.0,1.05,60,1.077214893,1.050730143,1.05,1.08,1.05,333.15
300,60,"Wang et al., 2019",1,1,1,300,Link,1.1,60,60.0,1.096,60,1.109857839,1.084358120,1.08,1.11,1.1,333.15
30,60,"Wang et al., 2019",2,2,2,30,Link,0.3,60,60.0,0.317,60,0.303236966,0.304984416,0.3,0.3,0.32,333.15
40,60,"Wang et al., 2019",2,2,2,40,Link,0.3,60,60.0,0.393,60,0.388664587,0.385825778,0.39,0.39,0.39,333.15
50,60,"Wang et al., 2019",2,2,2,50,Link,0.4,60,60.0,0.455,60,0.453416005,0.457449250,0.46,0.45,0.46,333.15
60,60,"Wang et al., 2019",2,2,2,60,Link,0.4,60,60.0,0.518,60,0.521174535,0.520413454,0.52,0.52,0.52,333.15
70,60,"Wang et al., 2019",2,2,2,70,Link,0.5,60,60.0,0.57,60,0.576144448,0.575195571,0.58,0.58,0.57,333.15
80,60,"Wang et al., 2019",2,2,2,80,Link,0.5,60,60.0,0.617,60,0.620073098,0.622222211,0.62,0.62,0.62,333.15
90,60,"Wang et al., 2019",2,2,2,90,Link,0.7,60,60.0,0.658,60,0.652768929,0.661871867,0.66,0.65,0.66,333.15
100,60,"Wang et al., 2019",2,2,2,100,Link,0.7,60,60.0,0.696,60,0.701311026,0.694491526,0.69,0.7,0.7,333.15
110,60,"Wang et al., 2019",2,2,2,110,Link,0.7,60,60.0,0.73,60,0.701847942,0.720500961,0.72,0.7,0.73,333.15
120,60,"Wang et al., 2019",2,2,2,120,Link,0.7,60,60.0,0.757,60,0.734273433,0.740621310,0.74,0.73,0.76,333.15
130,60,"Wang et al., 2019",2,2,2,130,Link,0.7,60,60.0,0.769,60,0.741822998,0.756288349,0.76,0.74,0.77,333.15
150,60,"Wang et al., 2019",2,2,2,150,Link,0.7,60,60.0,0.789,60,0.778147083,0.780601233,0.78,0.78,0.79,333.15
170,60,"Wang et al., 2019",2,2,2,170,Link,0.8,60,60.0,0.807,60,0.785563829,0.800653619,0.8,0.79,0.81,333.15
200,60,"Wang et al., 2019",2,2,2,200,Link,0.8,60,60.0,0.836,60,0.806826377,0.827085556,0.83,0.81,0.84,333.15
230,60,"Wang et al., 2019",2,2,2,230,Link,0.8,60,60.0,0.858,60,0.860426660,0.850896673,0.85,0.86,0.86,333.15
260,60,"Wang et al., 2019",2,2,2,260,Link,0.8,60,60.0,0.883,60,0.895105180,0.873097837,0.87,0.9,0.88,333.15
300,60,"Wang et al., 2019",2,2,2,300,Link,0.8,60,60.0,0.905,60,0.923260066,0.902047555,0.9,0.92,0.91,333.15
30,60,"Wang et al., 2019",3,3,3,30,Link,0.3,60,60.0,0.275,60,0.256905084,0.258385540,0.26,0.26,0.28,333.15
40,60,"Wang et al., 2019",3,3,3,40,Link,0.3,60,60.0,0.335,60,0.328665987,0.326265408,0.33,0.33,0.34,333.15
50,60,"Wang et al., 2019",3,3,3,50,Link,0.4,60,60.0,0.396,60,0.382939197,0.386345534,0.39,0.38,0.4,333.15
60,60,"Wang et al., 2019",3,3,3,60,Link,0.4,60,60.0,0.448,60,0.439780842,0.439138621,0.44,0.44,0.45,333.15
70,60,"Wang et al., 2019",3,3,3,70,Link,0.4,60,60.0,0.493,60,0.485869745,0.485069544,0.49,0.49,0.49,333.15
80,60,"Wang et al., 2019",3,3,3,80,Link,0.5,60,60.0,0.534,60,0.522698255,0.524509876,0.52,0.52,0.53,333.15
90,60,"Wang et al., 2019",3,3,3,90,Link,0.5,60,60.0,0.572,60,0.550112772,0.557784159,0.56,0.55,0.57,333.15
100,60,"Wang et al., 2019",3,3,3,100,Link,0.5,60,60.0,0.601,60,0.590932425,0.585186240,0.59,0.59,0.6,333.15
110,60,"Wang et al., 2019",3,3,3,110,Link,0.5,60,60.0,0.627,60,0.591352163,0.607068534,0.61,0.59,0.63,333.15
120,60,"Wang et al., 2019",3,3,3,120,Link,0.5,60,60.0,0.652,60,0.618686898,0.624035516,0.62,0.62,0.65,333.15
130,60,"Wang et al., 2019",3,3,3,130,Link,0.7,60,60.0,0.663,60,0.625103373,0.637292723,0.64,0.63,0.66,333.15
150,60,"Wang et al., 2019",3,3,3,150,Link,0.7,60,60.0,0.685,60,0.655933179,0.658001886,0.66,0.66,0.69,333.15
170,60,"Wang et al., 2019",3,3,3,170,Link,0.7,60,60.0,0.698,60,0.662520166,0.675246427,0.68,0.66,0.7,333.15
200,60,"Wang et al., 2019",3,3,3,200,Link,0.7,60,60.0,0.717,60,0.681130706,0.698233702,0.7,0.68,0.72,333.15
230,60,"Wang et al., 2019",3,3,3,230,Link,0.7,60,60.0,0.739,60,0.727260581,0.719205526,0.72,0.73,0.74,333.15
260,60,"Wang et al., 2019",3,3,3,260,Link,0.7,60,60.0,0.756,60,0.757610979,0.738984113,0.74,0.76,0.76,333.15
300,60,"Wang et al., 2019",3,3,3,300,Link,0.7,60,60.0,0.782,60,0.783022448,0.765031989,0.77,0.78,0.78,333.15
30,70,"Wang et al., 2019",1,1,1,30,Link,0.3,70.0,70.0,0.339,70,0.318947765,0.322178681,0.32,0.32,0.34,343.15
40,70,"Wang et al., 2019",1,1,1,40,Link,0.4,70.0,70.0,0.427,70,0.411976489,0.410540681,0.41,0.41,0.43,343.15
50,70,"Wang et al., 2019",1,1,1,50,Link,0.4,70.0,70.0,0.485,70,0.485335207,0.489946663,0.49,0.49,0.49,343.15
60,70,"Wang et al., 2019",1,1,1,60,Link,0.5,70.0,70.0,0.559,70,0.559861176,0.560904758,0.56,0.56,0.56,343.15
70,70,"Wang et al., 2019",1,1,1,70,Link,0.5,70.0,70.0,0.62,70,0.622770032,0.623871494,0.62,0.62,0.62,343.15
80,70,"Wang et al., 2019",1,1,1,80,Link,0.7,70.0,70.0,0.679,70,0.674234429,0.679295096,0.68,0.67,0.68,343.15
90,70,"Wang et al., 2019",1,1,1,90,Link,0.7,70.0,70.0,0.723,70,0.719352074,0.727589284,0.73,0.72,0.72,343.15
100,70,"Wang et al., 2019",1,1,1,100,Link,0.7,70.0,70.0,0.761,70,0.778690926,0.769167324,0.77,0.78,0.76,343.15
110,70,"Wang et al., 2019",1,1,1,110,Link,0.8,70.0,70.0,0.804,70,0.810738800,0.804493430,0.8,0.81,0.8,343.15
120,70,"Wang et al., 2019",1,1,1,120,Link,0.8,70.0,70.0,0.83,70,0.850686838,0.834074765,0.83,0.85,0.83,343.15
130,70,"Wang et al., 2019",1,1,1,130,Link,0.8,70.0,70.0,0.851,70,0.862748923,0.858653464,0.86,0.86,0.85,343.15
150,70,"Wang et al., 2019",1,1,1,150,Link,0.8,70.0,70.0,0.894,70,0.913512962,0.896536596,0.9,0.91,0.89,343.15
170,70,"Wang et al., 2019",1,1,1,170,Link,0.8,70.0,70.0,0.923,70,0.919382273,0.925599460,0.93,0.92,0.92,343.15
200,70,"Wang et al., 2019",1,1,1,200,Link,0.9,70.0,70.0,0.965,70,0.973880729,0.961453177,0.96,0.97,0.97,343.15
230,70,"Wang et al., 2019",1,1,1,230,Link,0.9,70.0,70.0,1.001,70,0.983147297,0.992108912,0.99,0.98,1,343.15
260,70,"Wang et al., 2019",1,1,1,260,Link,0.9,70.0,70.0,1.029,70,1.043275891,1.020016698,1.02,1.04,1.03,343.15
300,70,"Wang et al., 2019",1,1,1,300,Link,1.1,70.0,70.0,1.069,70,1.067798135,1.054410451,1.05,1.07,1.07,343.15
30,70,"Wang et al., 2019",2,2,2,30,Link,0.3,70.0,70.0,0.283,70,0.267835336,0.270548486,0.27,0.27,0.28,343.15
40,70,"Wang et al., 2019",2,2,2,40,Link,0.3,70.0,70.0,0.347,70,0.345184588,0.343981561,0.34,0.35,0.35,343.15
50,70,"Wang et al., 2019",2,2,2,50,Link,0.4,70.0,70.0,0.407,70,0.405997439,0.409855059,0.41,0.41,0.41,343.15
60,70,"Wang et al., 2019",2,2,2,60,Link,0.4,70.0,70.0,0.466,70,0.467774288,0.468646220,0.47,0.47,0.47,343.15
70,70,"Wang et al., 2019",2,2,2,70,Link,0.4,70.0,70.0,0.513,70,0.519848592,0.520768021,0.52,0.52,0.51,343.15
80,70,"Wang et al., 2019",2,2,2,80,Link,0.5,70.0,70.0,0.558,70,0.562393280,0.566614491,0.57,0.56,0.56,343.15
90,70,"Wang et al., 2019",2,2,2,90,Link,0.5,70.0,70.0,0.603,70,0.599676557,0.606543378,0.61,0.6,0.6,343.15
100,70,"Wang et al., 2019",2,2,2,100,Link,0.5,70.0,70.0,0.641,70,0.648842650,0.640907128,0.64,0.65,0.64,343.15
110,70,"Wang et al., 2019",2,2,2,110,Link,0.7,70.0,70.0,0.67,70,0.675299263,0.670097226,0.67,0.68,0.67,343.15
120,70,"Wang et al., 2019",2,2,2,120,Link,0.7,70.0,70.0,0.697,70,0.708371425,0.694538464,0.69,0.71,0.7,343.15
130,70,"Wang et al., 2019",2,2,2,130,Link,0.7,70.0,70.0,0.719,70,0.718259047,0.714849480,0.71,0.72,0.72,343.15
150,70,"Wang et al., 2019",2,2,2,150,Link,0.7,70.0,70.0,0.751,70,0.760315176,0.746185777,0.75,0.76,0.75,343.15
170,70,"Wang et al., 2019",2,2,2,170,Link,0.7,70.0,70.0,0.774,70,0.765125897,0.770299948,0.77,0.77,0.77,343.15
200,70,"Wang et al., 2019",2,2,2,200,Link,0.8,70.0,70.0,0.807,70,0.810560732,0.800217283,0.8,0.81,0.81,343.15
230,70,"Wang et al., 2019",2,2,2,230,Link,0.8,70.0,70.0,0.837,70,0.818535003,0.825996139,0.83,0.82,0.84,343.15
260,70,"Wang et al., 2019",2,2,2,260,Link,0.8,70.0,70.0,0.862,70,0.869018462,0.849644230,0.85,0.87,0.86,343.15
300,70,"Wang et al., 2019",2,2,2,300,Link,0.8,70.0,70.0,0.885,70,0.890197457,0.879036468,0.88,0.89,0.89,343.15
30,70,"Wang et al., 2019",3,3,3,30,Link,0.1,70.0,70.0,0.244,70,0.228007992,0.230317694,0.23,0.23,0.24,343.15
40,70,"Wang et al., 2019",3,3,3,40,Link,0.3,70.0,70.0,0.305,70,0.293271233,0.292249133,0.29,0.29,0.31,343.15
50,70,"Wang et al., 2019",3,3,3,50,Link,0.3,70.0,70.0,0.356,70,0.344468178,0.347741173,0.35,0.34,0.36,343.15
60,70,"Wang et al., 2019",3,3,3,60,Link,0.4,70.0,70.0,0.406,70,0.396498797,0.397237871,0.4,0.4,0.41,343.15
70,70,"Wang et al., 2019",3,3,3,70,Link,0.4,70.0,70.0,0.449,70,0.440332545,0.441111338,0.44,0.44,0.45,343.15
80,70,"Wang et al., 2019",3,3,3,80,Link,0.4,70.0,70.0,0.487,70,0.476134097,0.479707863,0.48,0.48,0.49,343.15
90,70,"Wang et al., 2019",3,3,3,90,Link,0.4,70.0,70.0,0.524,70,0.507525444,0.513337055,0.51,0.51,0.52,343.15
100,70,"Wang et al., 2019",3,3,3,100,Link,0.5,70.0,70.0,0.556,70,0.549014808,0.542300207,0.54,0.55,0.56,343.15
110,70,"Wang et al., 2019",3,3,3,110,Link,0.5,70.0,70.0,0.581,70,0.571330228,0.566929096,0.57,0.57,0.58,343.15
120,70,"Wang et al., 2019",3,3,3,120,Link,0.5,70.0,70.0,0.606,70,0.599284683,0.587581950,0.59,0.6,0.61,343.15
130,70,"Wang et al., 2019",3,3,3,130,Link,0.5,70.0,70.0,0.62,70,0.607664440,0.604779864,0.6,0.61,0.62,343.15
150,70,"Wang et al., 2019",3,3,3,150,Link,0.5,70.0,70.0,0.652,70,0.643382247,0.631425884,0.63,0.64,0.65,343.15
170,70,"Wang et al., 2019",3,3,3,170,Link,0.7,70.0,70.0,0.671,70,0.647703996,0.652083998,0.65,0.65,0.67,343.15
200,70,"Wang et al., 2019",3,3,3,200,Link,0.7,70.0,70.0,0.701,70,0.686732961,0.677969661,0.68,0.69,0.7,343.15
230,70,"Wang et al., 2019",3,3,3,230,Link,0.7,70.0,70.0,0.724,70,0.694215190,0.700543122,0.7,0.69,0.72,343.15
260,70,"Wang et al., 2019",3,3,3,260,Link,0.7,70.0,70.0,0.744,70,0.737925757,0.721474157,0.72,0.74,0.74,343.15
300,70,"Wang et al., 2019",3,3,3,300,Link,0.7,70.0,70.0,0.767,70,0.757283049,0.747788496,0.75,0.76,0.77,343.15
30,80,"Wang et al., 2019",1,1,1,30,Link,0.3,80,80.0,0.306,80,0.289193175,0.289524889,0.29,0.29,0.31,353.15
40,80,"Wang et al., 2019",1,1,1,40,Link,0.3,80,80.0,0.373,80,0.367146035,0.370793149,0.37,0.37,0.37,353.15
50,80,"Wang et al., 2019",1,1,1,50,Link,0.4,80,80.0,0.44,80,0.445205383,0.444587100,0.44,0.45,0.44,353.15
60,80,"Wang et al., 2019",1,1,1,60,Link,0.4,80,80.0,0.511,80,0.508292697,0.511335480,0.51,0.51,0.51,353.15
70,80,"Wang et al., 2019",1,1,1,70,Link,0.5,80,80.0,0.566,80,0.566016324,0.571434779,0.57,0.57,0.57,353.15
80,80,"Wang et al., 2019",1,1,1,80,Link,0.5,80,80.0,0.621,80,0.624146305,0.625251183,0.63,0.62,0.62,353.15
90,80,"Wang et al., 2019",1,1,1,90,Link,0.7,80,80.0,0.677,80,0.681539766,0.673162829,0.67,0.68,0.68,353.15
100,80,"Wang et al., 2019",1,1,1,100,Link,0.7,80,80.0,0.71,80,0.707343605,0.715515064,0.72,0.71,0.71,353.15
110,80,"Wang et al., 2019",1,1,1,110,Link,0.7,80,80.0,0.752,80,0.743269280,0.752698700,0.75,0.74,0.75,353.15
120,80,"Wang et al., 2019",1,1,1,120,Link,0.7,80,80.0,0.786,80,0.788095896,0.785106234,0.79,0.79,0.79,353.15
130,80,"Wang et al., 2019",1,1,1,130,Link,0.8,80,80.0,0.81,80,0.808424574,0.813211705,0.81,0.81,0.81,353.15
150,80,"Wang et al., 2019",1,1,1,150,Link,0.8,80,80.0,0.857,80,0.861632465,0.858606379,0.86,0.86,0.86,353.15
170,80,"Wang et al., 2019",1,1,1,170,Link,0.8,80,80.0,0.891,80,0.896818278,0.893603205,0.89,0.9,0.89,353.15
200,80,"Wang et al., 2019",1,1,1,200,Link,0.9,80,80.0,0.933,80,0.953024142,0.935227639,0.94,0.95,0.93,353.15
230,80,"Wang et al., 2019",1,1,1,230,Link,0.9,80,80.0,0.968,80,0.987200289,0.969782777,0.97,0.99,0.97,353.15
260,80,"Wang et al., 2019",1,1,1,260,Link,0.9,80,80.0,1.003,80,0.994693042,1.000088264,1,0.99,1,353.15
300,80,"Wang et al., 2019",1,1,1,300,Link,0.9,80,80.0,1.044,80,1.030920715,1.036598233,1.04,1.03,1.04,353.15
30,80,"Wang et al., 2019",2,2,2,30,Link,0.1,80,80.0,0.255,80,0.243677702,0.243957208,0.24,0.24,0.26,353.15
40,80,"Wang et al., 2019",2,2,2,40,Link,0.3,80,80.0,0.315,80,0.308629282,0.311695109,0.31,0.31,0.32,353.15
50,80,"Wang et al., 2019",2,2,2,50,Link,0.3,80,80.0,0.372,80,0.373601857,0.373083014,0.37,0.37,0.37,353.15
60,80,"Wang et al., 2019",2,2,2,60,Link,0.4,80,80.0,0.425,80,0.425980581,0.428530620,0.43,0.43,0.43,353.15
70,80,"Wang et al., 2019",2,2,2,70,Link,0.4,80,80.0,0.472,80,0.473864670,0.478400961,0.48,0.47,0.47,353.15
80,80,"Wang et al., 2019",2,2,2,80,Link,0.4,80,80.0,0.518,80,0.522096296,0.523020523,0.52,0.52,0.52,353.15
90,80,"Wang et al., 2019",2,2,2,90,Link,0.5,80,80.0,0.562,80,0.569721382,0.562718827,0.56,0.57,0.56,353.15
100,80,"Wang et al., 2019",2,2,2,100,Link,0.5,80,80.0,0.596,80,0.590966300,0.597793331,0.6,0.59,0.6,353.15
110,80,"Wang et al., 2019",2,2,2,110,Link,0.5,80,80.0,0.627,80,0.620701801,0.628576279,0.63,0.62,0.63,353.15
120,80,"Wang et al., 2019",2,2,2,120,Link,0.7,80,80.0,0.657,80,0.657894725,0.655398984,0.66,0.66,0.66,353.15
130,80,"Wang et al., 2019",2,2,2,130,Link,0.7,80,80.0,0.678,80,0.674664056,0.678659116,0.68,0.67,0.68,353.15
150,80,"Wang et al., 2019",2,2,2,150,Link,0.7,80,80.0,0.715,80,0.718762169,0.716237849,0.72,0.72,0.72,353.15
170,80,"Wang et al., 2019",2,2,2,170,Link,0.7,80,80.0,0.747,80,0.747929157,0.745247848,0.75,0.75,0.75,353.15
200,80,"Wang et al., 2019",2,2,2,200,Link,0.7,80,80.0,0.787,80,0.794709790,0.779869604,0.78,0.79,0.79,353.15
230,80,"Wang et al., 2019",2,2,2,230,Link,0.8,80,80.0,0.819,80,0.823298345,0.808772612,0.81,0.82,0.82,353.15
260,80,"Wang et al., 2019",2,2,2,260,Link,0.8,80,80.0,0.845,80,0.829779593,0.834280323,0.83,0.83,0.85,353.15
300,80,"Wang et al., 2019",2,2,2,300,Link,0.8,80,80.0,0.868,80,0.860497298,0.865236255,0.87,0.86,0.87,353.15
30,80,"Wang et al., 2019",3,3,3,30,Link,0.1,80,80.0,0.214,80,0.208243500,0.208482362,0.21,0.21,0.21,353.15
40,80,"Wang et al., 2019",3,3,3,40,Link,0.3,80,80.0,0.28,80,0.263193891,0.265808377,0.27,0.26,0.28,353.15
50,80,"Wang et al., 2019",3,3,3,50,Link,0.3,80,80.0,0.325,80,0.318134313,0.317692501,0.32,0.32,0.33,353.15
60,80,"Wang et al., 2019",3,3,3,60,Link,0.3,80,80.0,0.375,80,0.362352345,0.364521488,0.36,0.36,0.38,353.15
70,80,"Wang et al., 2019",3,3,3,70,Link,0.4,80,80.0,0.419,80,0.402770380,0.406626088,0.41,0.4,0.42,353.15
80,80,"Wang et al., 2019",3,3,3,80,Link,0.4,80,80.0,0.456,80,0.443511739,0.444296854,0.44,0.44,0.46,353.15
90,80,"Wang et al., 2019",3,3,3,90,Link,0.4,80,80.0,0.492,80,0.483767415,0.477821337,0.48,0.48,0.49,353.15
100,80,"Wang et al., 2019",3,3,3,100,Link,0.4,80,80.0,0.522,80,0.501660899,0.507456246,0.51,0.5,0.52,353.15
110,80,"Wang et al., 2019",3,3,3,110,Link,0.5,80,80.0,0.548,80,0.526802172,0.533485401,0.53,0.53,0.55,353.15
120,80,"Wang et al., 2019",3,3,3,120,Link,0.5,80,80.0,0.572,80,0.558308126,0.556190169,0.56,0.56,0.57,353.15
130,80,"Wang et al., 2019",3,3,3,130,Link,0.5,80,80.0,0.593,80,0.572516914,0.575907105,0.58,0.57,0.59,353.15
150,80,"Wang et al., 2019",3,3,3,150,Link,0.5,80,80.0,0.62,80,0.609994619,0.607852294,0.61,0.61,0.62,353.15
170,80,"Wang et al., 2019",3,3,3,170,Link,0.5,80,80.0,0.648,80,0.634920088,0.632643914,0.63,0.63,0.65,353.15
200,80,"Wang et al., 2019",3,3,3,200,Link,0.7,80,80.0,0.68,80,0.675076898,0.662470703,0.66,0.68,0.68,353.15
230,80,"Wang et al., 2019",3,3,3,230,Link,0.7,80,80.0,0.706,80,0.699981665,0.687631649,0.69,0.7,0.71,353.15
260,80,"Wang et al., 2019",3,3,3,260,Link,0.7,80,80.0,0.727,80,0.706238361,0.710069003,0.71,0.71,0.73,353.15
300,80,"Wang et al., 2019",3,3,3,300,Link,0.7,80,80.0,0.755,80,0.733564908,0.737604819,0.74,0.73,0.76,353.15
800,150,"Takenouchi and Kennedy, 1965",1,1.091107,1.1,800,,1.6,150,150.0,1.643650701,150,1.634814631,,,1.63,1.64,
1000,150,"Takenouchi and Kennedy, 1965",1,1.091107,1.1,1000,,1.7,150,150.0,1.775793693,150,1.774384824,,,1.77,1.78,
1200,150,"Takenouchi and Kennedy, 1965",1,1.091107,1.1,1200,,1.8,150,150.0,1.881580976,150,1.859111132,,,1.86,1.88,
1400,150,"Takenouchi and Kennedy, 1965",1,1.091107,1.1,1400,,1.8,150,150.0,1.964886040,150,1.966853547,,,1.97,1.96,
800,150,"Takenouchi and Kennedy, 1965",4,4.273504,4.3,800,,0.9,150,150.0,1.039355231,150,1.033767781,,,1.03,1.04,
1000,150,"Takenouchi and Kennedy, 1965",4,4.273504,4.3,1000,,1.1,150,150.0,1.154205183,150,1.153289466,,,1.15,1.15,
1200,150,"Takenouchi and Kennedy, 1965",4,4.273504,4.3,1200,,1.2,150,150.0,1.258995889,150,1.243960957,,,1.24,1.26,
1400,150,"Takenouchi and Kennedy, 1965",4,4.273504,4.3,1400,,1.3,150,150.0,1.354925334,150,1.356282067,,,1.36,1.35,
100,200,"Takenouchi and Kennedy, 1965",1,1.091107,1.1,100,,0.5,200,200,0.564317746,200,0.568556231,,,0.57,0.56,
200,200,"Takenouchi and Kennedy, 1965",1,1.091107,1.1,200,,0.9,200,200,1.034733477,200,1.041411972,,,1.04,1.03,
300,200,"Takenouchi and Kennedy, 1965",1,1.091107,1.1,300,,1.3,200,200,1.368854183,200,1.367251992,,,1.37,1.37,
400,200,"Takenouchi and Kennedy, 1965",1,1.091107,1.1,400,,1.6,200,200,1.622285564,200,1.626191562,,,1.63,1.62,
