Rounded P,"T, C",Data Source,mNaCl_rounded (group),"mNaCl, mol/kg",mNaCl_rounded,"P, bar",Ref,"solubility_experimental, mol/kg (bin)","T, C (group)",Temperature,"mCO2, Exp, mol/kg",Round_T,"Solubility Est New, Mol/Kg","Solubility Est Old, Mol/Kg",Solubility_estimated_Duan_Sun,"Solubility_estimated_XGB, mol/kg","solubility_experimental, mol/kg","T, K"
100,150,"Takenouchi and Kennedy, 1965",4,4.273504274,4.3,100,,0.3,150,150.0,0.32,150,0.337273139,0.340143293,0.34,0.34,0.32,423
200,150,"Takenouchi and Kennedy, 1965",4,4.273504274,4.3,200,,0.4,150,150.0,0.51,150,0.542378490,0.542854255,0.54,0.54,0.51,423
300,150,"Takenouchi and Kennedy, 1965",4,4.273504274,4.3,300,,0.5,150,150.0,0.65,150,0.666316744,0.668652228,0.67,0.67,0.65,423
400,150,"Takenouchi and Kennedy, 1965",4,4.273504274,4.3,400,,0.7,150,150.0,0.74,150,0.769588833,0.761596377,0.76,0.77,0.74,423
500,150,"Takenouchi and Kennedy, 1965",4,4.273504274,4.3,500,,0.8,150,150.0,0.81,150,0.839442166,0.840080633,0.84,0.84,0.81,423
600,150,"Takenouchi and Kennedy, 1965",4,4.273504274,4.3,600,,0.8,150,150.0,0.88,150,0.913120789,0.910348116,0.91,0.91,0.88,423
50,50.05,"Yan et al., 2011",1,1,1,50,,0.7,50,50.0,0.667935,50,0.623821354,0.626542534,0.63,0.62,0.67,323.2
100,50.05,"Yan et al., 2011",1,1,1,100,,0.9,50,50.0,0.961928,50,0.911129261,0.917599453,0.92,0.91,0.96,323.2
150,50.05,"Yan et al., 2011",1,1,1,150,,0.9,50,50.0,1.020058,50,0.990675102,0.993183463,0.99,0.99,1.02,323.2
200,50.05,"Yan et al., 2011",1,1,1,200,,1.1,50,50.0,1.100834,50,1.027905828,1.043099746,1.04,1.03,1.1,323.2
300,50.05,"Yan et al., 2011",1,1,1,300,,1.1,50,50.0,1.160409,50,1.123355331,1.126274982,1.13,1.12,1.16,323.2
400,50.05,"Yan et al., 2011",1,1,1,400,,1.2,50,50.0,1.228233,50,1.204396442,1.199091163,1.2,1.2,1.23,323.2
50,100.05,"Yan et al., 2011",1,1,1,50,,0.4,100,100.0,0.42884,100,0.384852902,0.382080858,0.38,0.38,0.43,373.2
100,100.05,"Yan et al., 2011",1,1,1,100,,0.7,100,100.0,0.683871,100,0.635910719,0.640926059,0.64,0.64,0.68,373.2
150,100.05,"Yan et al., 2011",1,1,1,150,,0.8,100,100.0,0.828851,100,0.808714210,0.803147714,0.8,0.81,0.83,373.2
200,100.05,"Yan et al., 2011",1,1,1,200,,0.9,100,100.0,0.967678,100,0.896479435,0.903487765,0.9,0.9,0.97,373.2
300,100.05,"Yan et al., 2011",1,1,1,300,,1.1,100,100.0,1.074268,100,1.016302851,1.029252166,1.03,1.02,1.07,373.2
400,100.05,"Yan et al., 2011",1,1,1,400,,1.2,100,100.0,1.19575,100,1.132771865,1.120417520,1.12,1.13,1.2,373.2
50,140.05,"Yan et al., 2011",1,1,1,50,,0.3,140,140.0,0.308369,140,0.319194370,0.319661778,0.32,0.32,0.31,413.2
100,140.05,"Yan et al., 2011",1,1,1,100,,0.5,140,140.0,0.575342,140,0.578526831,0.578061447,0.58,0.58,0.58,413.2
150,140.05,"Yan et al., 2011",1,1,1,150,,0.8,140,140.0,0.832285,140,0.762637772,0.768794032,0.77,0.76,0.83,413.2
200,140.05,"Yan et al., 2011",1,1,1,200,,0.9,140,140.0,0.963078,140,0.912323145,0.909688665,0.91,0.91,0.96,413.2
300,140.05,"Yan et al., 2011",1,1,1,300,,1.2,140,140.0,1.242166,140,1.097007929,1.102094397,1.1,1.1,1.24,413.2
400,140.05,"Yan et al., 2011",1,1,1,400,,1.2,140,140.0,1.285169,140,1.232802230,1.236522664,1.24,1.23,1.29,413.2
50,50.05,"Yan et al., 2011",5.0,5,5,50,,0.3,50,50.0,0.33647,50,0.318652261,0.320042258,0.32,0.32,0.34,323.2
100,50.05,"Yan et al., 2011",5.0,5,5,100,,0.4,50,50.0,0.490968,50,0.462848564,0.466135386,0.47,0.46,0.49,323.2
150,50.05,"Yan et al., 2011",5.0,5,5,150,,0.5,50,50.0,0.553799,50,0.505775828,0.507056437,0.51,0.51,0.55,323.2
200,50.05,"Yan et al., 2011",5.0,5,5,200,,0.5,50,50.0,0.559467,50,0.529684606,0.537514101,0.54,0.53,0.56,323.2
300,50.05,"Yan et al., 2011",5.0,5,5,300,,0.5,50,50.0,0.604848,50,0.593406098,0.594948387,0.59,0.59,0.6,323.2
400,50.05,"Yan et al., 2011",5.0,5,5,400,,0.5,50,50.0,0.654851,50,0.655004761,0.652119512,0.65,0.66,0.65,323.2
50,100.05,"Yan et al., 2011",5.0,5,5,50,,0.1,100,100.0,0.213596,100,0.212715251,0.211183092,0.21,0.21,0.21,373.2
100,100.05,"Yan et al., 2011",5.0,5,5,100,,0.3,100,100.0,0.364599,100,0.347058089,0.349795288,0.35,0.35,0.36,373.2
150,100.05,"Yan et al., 2011",5.0,5,5,150,,0.4,100,100.0,0.481357,100,0.441138872,0.438102450,0.44,0.44,0.48,373.2
200,100.05,"Yan et al., 2011",5.0,5,5,200,,0.5,100,100.0,0.578745,100,0.491194290,0.495034257,0.5,0.49,0.58,373.2
300,100.05,"Yan et al., 2011",5.0,5,5,300,,0.5,100,100.0,0.640637,100,0.565868011,0.573078070,0.57,0.57,0.64,373.2
400,100.05,"Yan et al., 2011",5.0,5,5,400,,0.5,100,100.0,0.636658,100,0.644127691,0.637102643,0.64,0.64,0.64,373.2
50,140.05,"Yan et al., 2011",5.0,5,5,50,,0.1,140,140.0,0.190652,140,0.177684468,0.177944658,0.18,0.18,0.19,413.2
100,140.05,"Yan et al., 2011",5.0,5,5,100,,0.3,140,140.0,0.324102,140,0.316307787,0.316053339,0.32,0.32,0.32,413.2
150,140.05,"Yan et al., 2011",5.0,5,5,150,,0.4,140,140.0,0.462146,140,0.415082054,0.418432732,0.42,0.42,0.46,413.2
200,140.05,"Yan et al., 2011",5.0,5,5,200,,0.5,140,140.0,0.593495,140,0.497030972,0.495595715,0.5,0.5,0.59,413.2
300,140.05,"Yan et al., 2011",5.0,5,5,300,,0.5,140,140.0,0.625293,140,0.603573332,0.606371904,0.61,0.6,0.63,413.2
400,140.05,"Yan et al., 2011",5.0,5,5,400,,0.7,140,140.0,0.713492,140,0.688793513,0.690872200,0.69,0.69,0.71,413.2
50.1,50,"Messabeb et al., 2016",0.0,0,0,50.1,Link,0.7,50,50.0,0.791,50,0.764749652,0.767650512,0.77,0.76,0.79,323.15
100.3,50,"Messabeb et al., 2016",0.0,0,0,100.3,Link,1.1,50,50.0,1.164,50,1.122296104,1.127915952,1.13,1.12,1.16,323.15
150.4,50,"Messabeb et al., 2016",0.0,0,0,150.4,Link,1.2,50,50.0,1.234,50,1.221409774,1.221700864,1.22,1.22,1.23,323.15
200,50,"Messabeb et al., 2016",0.0,0,0,200,Link,1.2,50,50.0,1.308,50,1.264940152,1.282888162,1.28,1.26,1.31,323.15
50.3,50,"Messabeb et al., 2016",1,1,1,50.3,Link,0.5,50,50.0,0.65,50,0.627845295,0.629661196,0.63,0.63,0.65,323.15
100.2,50,"Messabeb et al., 2016",1,1,1,100.2,Link,0.9,50,50.0,0.965,50,0.913484817,0.918588622,0.92,0.91,0.97,323.15
150.6,50,"Messabeb et al., 2016",1,1,1,150.6,Link,0.9,50,50.0,1.042,50,0.994734756,0.994106763,0.99,0.99,1.04,323.15
200.1,50,"Messabeb et al., 2016",1,1,1,200.1,Link,1.1,50,50.0,1.081,50,1.029147509,1.043441169,1.04,1.03,1.08,323.15
49.9,50,"Messabeb et al., 2016",3,3,3,49.9,Link,0.4,50,50.0,0.452,50,0.437620996,0.435800471,0.44,0.44,0.45,323.15
100.6,50,"Messabeb et al., 2016",3,3,3,100.6,Link,0.7,50,50.0,0.676,50,0.633149251,0.637021711,0.64,0.63,0.68,323.15
149.7,50,"Messabeb et al., 2016",3,3,3,149.7,Link,0.7,50,50.0,0.713,50,0.685917852,0.688182771,0.69,0.69,0.71,323.15
199.6,50,"Messabeb et al., 2016",3,3,3,199.6,Link,0.7,50,50.0,0.779,50,0.713578806,0.724562352,0.72,0.71,0.78,323.15
50.1,100,"Messabeb et al., 2016",1,1,1,50.1,Link,0.3,100,100.0,0.376,100,0.385776928,0.382881370,0.38,0.39,0.38,373.15
100.8,100,"Messabeb et al., 2016",1,1,1,100.8,Link,0.7,100,100.0,0.668,100,0.640691600,0.644372340,0.64,0.64,0.67,373.15
150.2,100,"Messabeb et al., 2016",1,1,1,150.2,Link,0.8,100,100.0,0.85,100,0.809919742,0.803775955,0.8,0.81,0.85,373.15
199.6,100,"Messabeb et al., 2016",1,1,1,199.6,Link,0.9,100,100.0,0.942,100,0.895424505,0.902899618,0.9,0.9,0.94,373.15
50.8,100,"Messabeb et al., 2016",3,3,3,50.8,Link,0.3,100,100.0,0.289,100,0.281624436,0.279033368,0.28,0.28,0.29,373.15
100.7,100,"Messabeb et al., 2016",3,3,3,100.7,Link,0.4,100,100.0,0.492,100,0.456982690,0.459724153,0.46,0.46,0.49,373.15
150.1,100,"Messabeb et al., 2016",3,3,3,150.1,Link,0.5,100,100.0,0.609,100,0.576066624,0.571837617,0.57,0.58,0.61,373.15
201.6,100,"Messabeb et al., 2016",3,3,3,201.6,Link,0.7,100,100.0,0.727,100,0.641695446,0.644371983,0.64,0.64,0.73,373.15
50.3,150,"Messabeb et al., 2016",1,1,1,50.3,Link,0.3,150,150.0,0.305,150,0.312321141,0.312134126,0.31,0.31,0.31,423.15
100.4,150,"Messabeb et al., 2016",1,1,1,100.4,Link,0.5,150,150.0,0.577,150,0.570656302,0.575316855,0.58,0.57,0.58,423.15
150.5,150,"Messabeb et al., 2016",1,1,1,150.5,Link,0.8,150,150.0,0.804,150,0.771920167,0.774493555,0.77,0.77,0.8,423.15
200.1,150,"Messabeb et al., 2016",1,1,1,200.1,Link,0.9,150,150.0,0.96,150,0.923227081,0.924340971,0.92,0.92,0.96,423.15
50.6,150,"Messabeb et al., 2016",3,3,3,50.6,Link,0.1,150,150.0,0.245,150,0.225587472,0.225355390,0.23,0.23,0.25,423.15
101,150,"Messabeb et al., 2016",3,3,3,101,Link,0.4,150,150.0,0.425,150,0.406347736,0.409328606,0.41,0.41,0.43,423.15
149.6,150,"Messabeb et al., 2016",3,3,3,149.6,Link,0.5,150,150.0,0.57,150,0.540196037,0.542635372,0.54,0.54,0.57,423.15
202.3,150,"Messabeb et al., 2016",3,3,3,202.3,Link,0.7,150,150.0,0.717,150,0.651451640,0.651562109,0.65,0.65,0.72,423.15
20.67,59.85,"Mohammadian et al., 2022",0.0,0.017366826,0,20.6703,Link,0.3,60,60.0,0.308,60,0.314385911,0.317520449,0.32,0.31,0.31,333
20.67,99.85,"Mohammadian et al., 2022",0.25,0.176735248,0.2,20.6703,Link,0.1,100,100.0,0.202,100,0.198572454,0.198821847,0.2,0.2,0.2,373
20.67,24.85,"Mohammadian et al., 2022",0.0,0.017152805,0,20.6703,Link,0.5,25,25.0,0.592,25,0.608530591,0.608768856,0.61,0.61,0.59,298
41.34,24.85,"Mohammadian et al., 2022",0.0,0.017136947,0,41.3406,Link,0.9,25,25.0,1.045,25,1.056155734,1.052567256,1.05,1.06,1.04,298
158.57,24.85,"Mohammadian et al., 2022",0.0,0,0,158.573625,Link,1.5,25,25.0,1.504,25,1.460338888,1.497851950,1.5,1.46,1.5,298
172.35,79.85,"Mohammadian et al., 2022",0.25,0.173355262,0.2,172.353825,Link,1.1,80,80.0,1.059,80,1.069444428,1.057192890,1.06,1.07,1.06,353
82.68,24.85,"Mohammadian et al., 2022",0.0,0,0,82.6812,Link,1.3,25,25.0,1.395,25,1.377965401,1.401319373,1.4,1.38,1.4,298
193.02,59.85,"Mohammadian et al., 2022",0.0,0,0,193.024125,Link,1.2,60,60.0,1.221,60,1.236233421,1.213498587,1.21,1.24,1.22,333
41.34,99.85,"Mohammadian et al., 2022",0.25,0.263985329,0.3,41.3406,Link,0.3,100,100.0,0.37,100,0.368751345,0.372452236,0.37,0.37,0.37,373
193.02,79.85,"Mohammadian et al., 2022",0.0,0,0,193.024125,Link,1.1,80,80.0,1.14,80,1.130778054,1.131759024,1.13,1.13,1.14,353
103.35,79.85,"Mohammadian et al., 2022",0.25,0.259907772,0.3,103.3515,Link,0.8,80,80.0,0.835,80,0.835581967,0.841754262,0.84,0.84,0.84,353
1.01,24.85,"Mohammadian et al., 2022",0.0,0,0,1.01325,Link,0.0,25,25.0,0.033,25,0.033071115,0.033110183,0.03,0.03,0.03,298
82.68,99.85,"Mohammadian et al., 2022",0.25,0.176260407,0.2,82.6812,Link,0.5,100,100.0,0.653,100,0.663996723,0.660563888,0.66,0.66,0.65,373
193.02,79.85,"Mohammadian et al., 2022",0.25,0.258968749,0.3,193.024125,Link,1.1,80,80.0,1.0821,80,1.071815146,1.072744965,1.07,1.07,1.08,353
193.02,24.85,"Mohammadian et al., 2022",0.25,0.169214518,0.2,193.024125,Link,1.5,25,25.0,1.489,25,1.426328212,1.477409823,1.48,1.43,1.49,298
202.65,99.85,"Mohammadian et al., 2022",0.25,0.262208608,0.3,202.65,Link,0.9,100,100.0,1.05,100,1.049481762,1.050642127,1.05,1.05,1.05,373
41.34,24.85,"Mohammadian et al., 2022",0.25,0.254648898,0.3,41.3406,Link,0.9,25,25.0,0.994,25,1.002052722,0.998648069,1,1,0.99,298
1.01,99.85,"Mohammadian et al., 2022",0.25,0.264445079,0.3,1.01325,Link,0.0,100,100.0,0,100,5.628094142e-05,5.630266849e-05,0,0,0,373
41.34,59.85,"Mohammadian et al., 2022",0.25,0.257842360,0.3,41.3406,Link,0.5,60,60.0,0.543,60,0.555921283,0.548891004,0.55,0.56,0.54,333
1.01,79.85,"Mohammadian et al., 2022",0.25,0.261013476,0.3,1.01325,Link,0.0,80,80.0,0.006,80,0.006945796,0.006941286,0.01,0.01,0.01,353
103.35,24.85,"Mohammadian et al., 2022",0.0,0,0,103.3515,Link,1.3,25,25.0,1.426,25,1.432624096,1.429719787,1.43,1.43,1.43,298
137.9,59.85,"Mohammadian et al., 2022",0.0,0,0,137.903325,Link,1.1,60,60.0,1.144,60,1.126883981,1.132423831,1.13,1.13,1.14,333
103.35,24.85,"Mohammadian et al., 2022",0.0,0.017089886,0,103.3515,Link,1.3,25,25.0,1.421,25,1.427074567,1.424181508,1.42,1.43,1.42,298
62.01,99.85,"Mohammadian et al., 2022",0.0,0.017747357,0,62.0109,Link,0.5,100,100.0,0.547,100,0.547548641,0.548475564,0.55,0.55,0.55,373
193.02,59.85,"Mohammadian et al., 2022",0.25,0.171401594,0.2,193.024125,Link,1.7,60,60.0,1.774,60,1.192432992,1.170503665,1.17,1.19,1.77,333
1.01,24.85,"Mohammadian et al., 2022",0.25,0.255104862,0.3,1.01325,Link,0.0,25,25.0,0.031,25,0.031485234,0.031522428,0.03,0.03,0.03,298
20.67,99.85,"Mohammadian et al., 2022",0.0,0.017780175,0,20.6703,Link,0.1,100,100.0,0.198,100,0.204470547,0.204727348,0.2,0.2,0.2,373
103.35,99.85,"Mohammadian et al., 2022",0.0,0,0,103.3515,Link,0.7,100,100.0,0.7917,100,0.797407089,0.795611002,0.8,0.8,0.79,373
41.34,79.85,"Mohammadian et al., 2022",0.25,0.174296641,0.2,41.3406,Link,0.4,80,80.0,0.434,80,0.442890438,0.445389194,0.45,0.44,0.43,353
137.9,24.85,"Mohammadian et al., 2022",0.0,0.017063993,0,137.903325,Link,1.5,25,25.0,1.47,25,1.479716428,1.466690393,1.47,1.48,1.47,298
20.67,24.85,"Mohammadian et al., 2022",0.25,0.254882011,0.3,20.6703,Link,0.5,25,25.0,0.586,25,0.577964447,0.578190744,0.58,0.58,0.59,298
137.9,99.85,"Mohammadian et al., 2022",0.25,0.262909901,0.3,137.903325,Link,0.8,100,100.0,0.9,100,0.894207381,0.890506311,0.89,0.89,0.9,373
172.35,99.85,"Mohammadian et al., 2022",0.0,0,0,172.353825,Link,0.9,100,100.0,1.037,100,1.041827753,1.041979987,1.04,1.04,1.04,373
137.9,79.85,"Mohammadian et al., 2022",0.0,0.017463093,0,137.903325,Link,0.9,80,80.0,1.005,80,1.007941810,1.012065810,1.01,1.01,1,353
158.57,99.85,"Mohammadian et al., 2022",0.25,0.262684302,0.3,158.573625,Link,0.9,100,100.0,0.9513,100,0.965706018,0.952239023,0.95,0.97,0.95,373
137.9,59.85,"Mohammadian et al., 2022",0.25,0.171784877,0.2,137.903325,Link,1.1,60,60.0,1.104,60,1.087155759,1.092500302,1.09,1.09,1.1,333
172.35,79.85,"Mohammadian et al., 2022",0.0,0.017438037,0,172.353825,Link,1.1,80,80.0,1.094,80,1.104449934,1.091797374,1.09,1.1,1.09,353
193.02,24.85,"Mohammadian et al., 2022",0.0,0,0,193.024125,Link,1.5,25,25.0,1.549,25,1.481973372,1.535047824,1.54,1.48,1.55,298
202.65,59.85,"Mohammadian et al., 2022",0.25,0.256158334,0.3,202.65,Link,1.1,60,60.0,1.17,60,1.143002826,1.161482794,1.16,1.14,1.17,333
62.01,59.85,"Mohammadian et al., 2022",0.0,0.017336305,0,62.0109,Link,0.7,60,60.0,0.772,60,0.784504854,0.778030553,0.78,0.78,0.77,333
62.01,99.85,"Mohammadian et al., 2022",0.25,0.263752118,0.3,62.0109,Link,0.4,100,100.0,0.517,100,0.521885104,0.522768582,0.52,0.52,0.52,373
62.01,99.85,"Mohammadian et al., 2022",0.25,0.176417576,0.2,62.0109,Link,0.5,100,100.0,0.526,100,0.530796591,0.531695156,0.53,0.53,0.53,373
20.67,79.85,"Mohammadian et al., 2022",0.0,0,0,20.6703,Link,0.1,80,80.0,0.245,80,0.248355543,0.248133684,0.25,0.25,0.25,353
20.67,59.85,"Mohammadian et al., 2022",0.0,0,0,20.6703,Link,0.3,60,60.0,0.3149,60,0.315455449,0.318600651,0.32,0.32,0.31,333
158.57,24.85,"Mohammadian et al., 2022",0.25,0.253350277,0.3,158.573625,Link,1.3,25,25.0,1.419,25,1.379096744,1.414522865,1.41,1.38,1.42,298
193.02,79.85,"Mohammadian et al., 2022",0.25,0.173210374,0.2,193.024125,Link,1.1,80,80.0,1.099,80,1.090843849,1.091790175,1.09,1.09,1.1,353
158.57,59.85,"Mohammadian et al., 2022",0.25,0.171640390,0.2,158.573625,Link,1.1,60,60.0,1.133,60,1.124622604,1.125437168,1.13,1.12,1.13,333
172.35,59.85,"Mohammadian et al., 2022",0.25,0.171544570,0.2,172.353825,Link,1.1,60,60.0,1.151,60,1.133838471,1.144484081,1.14,1.13,1.15,333
172.35,24.85,"Mohammadian et al., 2022",0.0,0.017038408,0,172.353825,Link,1.5,25,25.0,1.524,25,1.472765181,1.507459443,1.51,1.47,1.52,298
82.68,24.85,"Mohammadian et al., 2022",0.0,0.017105488,0,82.6812,Link,1.3,25,25.0,1.389,25,1.372639296,1.395903001,1.4,1.37,1.39,298
20.67,24.85,"Mohammadian et al., 2022",0.25,0.170494414,0.2,20.6703,Link,0.5,25,25.0,0.597,25,0.588590927,0.588821385,0.59,0.59,0.6,298
41.34,99.85,"Mohammadian et al., 2022",0.25,0.176575854,0.2,41.3406,Link,0.3,100,100.0,0.369,100,0.374913950,0.378676691,0.38,0.37,0.37,373
1.01,59.85,"Mohammadian et al., 2022",0.25,0.172764953,0.2,1.01325,Link,0.0,60,60.0,0.013,60,0.013515729,0.013559680,0.01,0.01,0.01,333
103.35,99.85,"Mohammadian et al., 2022",0.25,0.176104343,0.2,103.3515,Link,0.7,100,100.0,0.76,100,0.769610496,0.767877019,0.77,0.77,0.76,373
41.34,59.85,"Mohammadian et al., 2022",0.0,0,0,41.3406,Link,0.5,60,60.0,0.572,60,0.585323891,0.577921781,0.58,0.59,0.57,333
1.01,99.85,"Mohammadian et al., 2022",0.25,0.176887868,0.2,1.01325,Link,0.0,100,100.0,0,100,5.702772694e-05,5.704974230e-05,0,0,0,373
137.9,24.85,"Mohammadian et al., 2022",0.25,0.169617591,0.2,137.903325,Link,1.3,25,25.0,1.42,25,1.429477208,1.416893432,1.42,1.43,1.42,298
82.68,99.85,"Mohammadian et al., 2022",0.0,0.017731119,0,82.6812,Link,0.7,100,100.0,0.679,100,0.685268972,0.681726160,0.68,0.69,0.68,373
1.01,24.85,"Mohammadian et al., 2022",0.25,0.170644076,0.2,1.01325,Link,0.0,25,25.0,0.031,25,0.031999112,0.032036913,0.03,0.03,0.03,298
103.35,79.85,"Mohammadian et al., 2022",0.0,0,0,103.3515,Link,0.8,80,80.0,0.8841,80,0.880594293,0.887099086,0.89,0.88,0.88,353
193.02,99.85,"Mohammadian et al., 2022",0.0,0.017646339,0,193.024125,Link,1.1,100,100.0,1.084,100,1.107712978,1.085792323,1.09,1.11,1.08,373
62.01,79.85,"Mohammadian et al., 2022",0.25,0.174145446,0.2,62.0109,Link,0.5,80,80.0,0.608,80,0.613388936,0.614017406,0.61,0.61,0.61,353
62.01,24.85,"Mohammadian et al., 2022",0.0,0.017121175,0,62.0109,Link,1.3,25,25.0,1.344,25,1.355653356,1.370569008,1.37,1.36,1.34,298
20.67,24.85,"Mohammadian et al., 2022",0.0,0,0,20.6703,Link,0.5,25,25.0,0.605,25,0.610812911,0.611052069,0.61,0.61,0.61,298
1.01,59.85,"Mohammadian et al., 2022",0.0,0.017381473,0,1.01325,Link,0.0,60,60.0,0.014,60,0.013870259,0.013915363,0.01,0.01,0.01,333
82.68,24.85,"Mohammadian et al., 2022",0.25,0.170027274,0.2,82.6812,Link,1.3,25,25.0,1.341,25,1.326146617,1.348622356,1.35,1.33,1.34,298
103.35,79.85,"Mohammadian et al., 2022",0.25,0.173846074,0.2,103.3515,Link,0.8,80,80.0,0.849,80,0.850124108,0.856403823,0.86,0.85,0.85,353
82.68,59.85,"Mohammadian et al., 2022",0.0,0,0,82.6812,Link,0.9,60,60.0,0.929,60,0.937685077,0.932644208,0.93,0.94,0.93,333
137.9,24.85,"Mohammadian et al., 2022",0.0,0,0,137.903325,Link,1.5,25,25.0,1.476,25,1.485473756,1.472397038,1.47,1.49,1.48,298
193.02,59.85,"Mohammadian et al., 2022",0.0,0.017242060,0,193.024125,Link,1.2,60,60.0,1.216,60,1.231727860,1.209075885,1.21,1.23,1.22,333
137.9,79.85,"Mohammadian et al., 2022",0.0,0,0,137.903325,Link,0.9,80,80.0,1.007,80,1.011579417,1.015718300,1.02,1.01,1.01,353
202.65,24.85,"Mohammadian et al., 2022",0.25,0.252872230,0.3,202.65,Link,1.5,25,25.0,1.474,25,1.445668728,1.459653912,1.46,1.45,1.47,298
41.34,24.85,"Mohammadian et al., 2022",0.25,0.170337861,0.2,41.3406,Link,0.9,25,25.0,1.013,25,1.020854905,1.017386369,1.02,1.02,1.01,298
1.01,99.85,"Mohammadian et al., 2022",0.0,0,0,1.01325,Link,0.0,100,100.0,0.0125,100,5.858617717e-05,5.860879417e-05,0,0,0.01,373
193.02,99.85,"Mohammadian et al., 2022",0.25,0.175439970,0.2,193.024125,Link,0.9,100,100.0,1.05,100,1.071922230,1.050709843,1.05,1.07,1.05,373
103.35,79.85,"Mohammadian et al., 2022",0.0,0.017488504,0,103.3515,Link,0.8,80,80.0,0.877,80,0.877461100,0.883942748,0.88,0.88,0.88,353
103.35,59.85,"Mohammadian et al., 2022",0.0,0,0,103.3515,Link,0.9,60,60.0,1.04,60,1.056966160,1.038153977,1.04,1.06,1.04,333
193.02,59.85,"Mohammadian et al., 2022",0.25,0.256256517,0.3,193.024125,Link,1.1,60,60.0,1.157,60,1.171541911,1.149996779,1.15,1.17,1.16,333
172.35,59.85,"Mohammadian et al., 2022",0.0,0,0,172.353825,Link,1.2,60,60.0,1.193,60,1.175430684,1.186466803,1.19,1.18,1.19,333
137.9,59.85,"Mohammadian et al., 2022",0.0,0.017281256,0,137.903325,Link,1.1,60,60.0,1.14,60,1.122799119,1.128318887,1.13,1.12,1.14,333
41.34,79.85,"Mohammadian et al., 2022",0.0,0,0,41.3406,Link,0.4,80,80.0,0.455,80,0.458143223,0.460728033,0.46,0.46,0.46,353
1.01,59.85,"Mohammadian et al., 2022",0.0,0,0,1.01325,Link,0.0,60,60.0,0.0137,60,0.013910754,0.013955989,0.01,0.01,0.01,333
172.35,24.85,"Mohammadian et al., 2022",0.25,0.169364989,0.2,172.353825,Link,1.5,25,25.0,1.464,25,1.422862822,1.456381523,1.46,1.42,1.46,298
62.01,79.85,"Mohammadian et al., 2022",0.25,0.260350022,0.3,62.0109,Link,0.5,80,80.0,0.607,80,0.603107754,0.603725691,0.6,0.6,0.61,353
82.68,59.85,"Mohammadian et al., 2022",0.0,0.017321186,0,82.6812,Link,0.8,60,60.0,0.924,60,0.934331123,0.929308283,0.93,0.93,0.92,333
82.68,24.85,"Mohammadian et al., 2022",0.25,0.254186418,0.3,82.6812,Link,1.3,25,25.0,1.316,25,1.301398390,1.323454693,1.32,1.3,1.32,298
193.02,24.85,"Mohammadian et al., 2022",0.25,0.252976160,0.3,193.024125,Link,1.5,25,25.0,1.462,25,1.399776783,1.449907498,1.45,1.4,1.46,298
82.68,99.85,"Mohammadian et al., 2022",0.25,0.263520550,0.3,82.6812,Link,0.5,100,100.0,0.642,100,0.652686694,0.649312331,0.65,0.65,0.64,373
62.01,24.85,"Mohammadian et al., 2022",0.0,0,0,62.0109,Link,1.3,25,25.0,1.349,25,1.360889285,1.375862546,1.38,1.36,1.35,298
1.01,24.85,"Mohammadian et al., 2022",0.0,0.017167964,0,1.01325,Link,0.0,25,25.0,0.0325,25,0.032961174,0.033000112,0.03,0.03,0.03,298
103.35,59.85,"Mohammadian et al., 2022",0.0,0.017306162,0,103.3515,Link,0.9,60,60.0,1.037,60,1.053161089,1.034416630,1.03,1.05,1.04,333
158.57,79.85,"Mohammadian et al., 2022",0.25,0.259326244,0.3,158.573625,Link,0.9,80,80.0,1.011,80,1.011410492,1.012311250,1.01,1.01,1.01,353
82.68,99.85,"Mohammadian et al., 2022",0.0,0,0,82.6812,Link,0.7,100,100.0,0.679,100,0.687707992,0.684152571,0.68,0.69,0.68,373
158.57,79.85,"Mohammadian et al., 2022",0.0,0,0,158.573625,Link,1.1,80,80.0,1.064,80,1.066726382,1.067676404,1.07,1.07,1.06,353
62.01,59.85,"Mohammadian et al., 2022",0.25,0.257621929,0.3,62.0109,Link,0.7,60,60.0,0.749,60,0.747166112,0.740999957,0.74,0.75,0.75,333
137.9,79.85,"Mohammadian et al., 2022",0.25,0.173598928,0.2,137.903325,Link,0.9,80,80.0,0.973,80,0.976217632,0.980211833,0.98,0.98,0.97,353
137.9,59.85,"Mohammadian et al., 2022",0.25,0.256824348,0.3,137.903325,Link,1.1,60,60.0,1.086,60,1.068192866,1.073444185,1.07,1.07,1.09,333
1.01,79.85,"Mohammadian et al., 2022",0.0,0.017565450,0,1.01325,Link,0.0,80,80.0,0.007,80,0.007216609,0.007211923,0.01,0.01,0.01,353
20.67,59.85,"Mohammadian et al., 2022",0.25,0.258064172,0.3,20.6703,Link,0.3,60,60.0,0.307,60,0.300051702,0.303043323,0.3,0.3,0.31,333
41.34,79.85,"Mohammadian et al., 2022",0.25,0.260573382,0.3,41.3406,Link,0.4,80,80.0,0.433,80,0.435599766,0.438057388,0.44,0.44,0.43,353
172.35,59.85,"Mohammadian et al., 2022",0.25,0.256468333,0.3,172.353825,Link,1.1,60,60.0,1.132,60,1.113995310,1.124454612,1.12,1.11,1.13,333
62.01,79.85,"Mohammadian et al., 2022",0.0,0.017519283,0,62.0109,Link,0.5,80,80.0,0.629,80,0.632699159,0.633347414,0.63,0.63,0.63,353
